2019 Authorized Budget,,,,,March ,,,,April,,,,May,,,,June,,,,July,,,,August,,,,September,,,,October,,,,November,,,,December,,,,January,,,,February,,,,March,,,,April,,,,May ,,,,Jun-18,,,,Jul-18,,,,Aug-18,,,,Sep-18,,,,Oct-18,,,,Nov-18,,,,Dec-18,,,,Jan-19,,,,Feb-19,,,
Position #,Position Description,FTE Percent,Location,2019 Budgeted Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary
1868,FIELD SERV REP 2, 	1.00 ,WATER," 	57,914 ",3036,FIELD SERV REP 1, 	1.00 ," 	52,704 ",3036,FIELD SERV REP 1,1.00," 	52,704 ",3036,FIELD SERV REP 1,1.00," 	54,239 ",3036,FIELD SERV REP 1,1," 	54,239 ",3036,FIELD SERV REP 1,1," 	55,323 ",3036,FIELD SERV REP 1,1," 	55,323 ",3036,FIELD SERV REP 1,1," 	55,323 ",3036,FIELD SERV REP 1,1," 	55,323 ",3036,FIELD SERV REP 1,1," 	55,323 ",3036,FIELD SERV REP 1,1," 	55,877 ",3036,FIELD SERV REP 1, 	1.00 ," 	55,877 ",3036,FIELD SERV REP 1, 	1.00 ," 	55,877 ",3036,FIELD SERV REP 2, 	1.00 ," 	58,999 ",3036,FIELD SERV REP 2, 	1.00 ," 	58,999 ",3036,FIELD SERV REP 2, 	1.00 ," 	58,999 ",3036,FIELD SERV REP 2, 	1.00 ," 	58,999 ",3036,FIELD SERV REP 2, 	1.00 ," 	58,999 ",3036,FIELD SERV REP 2, 	1.00 ," 	58,999 ",3036,FIELD SERV REP 2,1," 	58,999 ",3036,FIELD SERV REP 2,1," 	58,999 ",3036,FIELD SERV REP 2,1," 	58,999 ",3036,FIELD SERV REP 2, 	1.00 ," 	60,917 ",3036,FIELD SERV REP 2-16, 	1.00 ," 	60,917 ",3036,FIELD SERV REP 2-16, 	1.00 ," 	60,917 "
1869,WATER UTIL PUB INFO 2, 	1.00 ,WATER," 	86,209 ",3866,WATER PIO, 	1.00 ," 	68,154 ",3866,WATER PIO,1.00," 	68,154 ",3866,WATER PIO,1.00," 	73,439 ",3866,WATER PIO,1," 	73,439 ",3866,WATER UTIL PUB INFO,1," 	74,908 ",3866,WATER UTIL PUB INFO,1," 	74,908 ",3866,WATER UTIL PUB INFO,1," 	82,352 ",3866,WATER UTIL PUB INFO,1," 	82,352 ",3866,WATER UTIL PUB INFO,1," 	82,352 ",3866,WATER UTIL PUB INFO,1," 	83,175 ",3866,WATER UTIL PUB INFO, 	1.00 ," 	83,175 ",3866,WATER UTIL PUB INFO, 	1.00 ," 	83,175 ",3866,WATER UTIL PUB INFO, 	1.00 ," 	83,175 ",3866,WATER UTIL PUB INFO, 	1.00 ," 	83,175 ",3866,WATER UTIL PUB INFO, 	1.00 ," 	83,175 ",3866,WATER UTIL PUB INFO, 	1.00 ," 	83,175 ",3866,WATER UTIL PUB INFO, 	1.00 ," 	83,175 ",3866,WATER UTIL PUB INFO, 	1.00 ," 	83,175 ",3866,WATER UTIL PUB INFO,1," 	83,175 ",3866,WATER UTIL PUB INFO,1," 	83,175 ",3866,WATER UTIL PUB INFO,1," 	83,175 ",3866,WATER UTIL PUB INFO 2, 	1.00 ," 	85,878 ",3866,WATER UTIL PUB INFO OFF 2-18, 	1.00 ," 	85,878 ",3866,WATER UTIL PUB INFO OFF 2-18, 	1.00 ," 	85,878 "
1870,ACCOUNTANT 4, 	1.00 ,WATER," 	93,750 ",5951,ACCOUNTANT 4, 	1.00 ," 	86,078 ",5951,ACCOUNTANT 4,1.00," 	86,078 ",5951,ACCOUNTANT 4,1.00," 	86,078 ",5951,ACCOUNTANT 4,1," 	86,078 ",5951,ACCOUNTANT 4,1," 	87,800 ",5951,ACCOUNTANT 4,1," 	87,800 ",5951,ACCOUNTANT 4,1," 	87,800 ",5951,ACCOUNTANT 4,1," 	87,800 ",5951,ACCOUNTANT 4,1," 	87,800 ",5951,ACCOUNTANT 4,1," 	88,678 ",5951,ACCOUNTANT 4, 	1.00 ," 	88,678 ",5951,ACCOUNTANT 4, 	1.00 ," 	88,678 ",5951,ACCOUNTANT 4, 	1.00 ," 	88,678 ",5951,ACCOUNTANT 4, 	1.00 ," 	88,678 ",5951,ACCOUNTANT 4, 	1.00 ," 	88,678 ",5951,ACCOUNTANT 4, 	1.00 ," 	88,678 ",5951,ACCOUNTANT 4, 	1.00 ," 	90,451 ",5951,ACCOUNTANT 4, 	1.00 ," 	90,451 ",5951,ACCOUNTANT 4,1," 	90,451 ",5951,ACCOUNTANT 4,1," 	90,451 ",5951,ACCOUNTANT 4,1," 	90,451 ",5951,ACCOUNTANT 4, 	1.00 ," 	93,391 ",5951,ACCOUNTANT 4-18, 	1.00 ," 	93,391 ",5951,ACCOUNTANT 4-18, 	1.00 ," 	93,391 "
1871,WATER CIVIL TECH 2, 	1.00 ,WATER," 	69,430 ",5982,WATER CIVIL TECH 2, 	1.00 ," 	57,023 ",5982,WATER CIVIL TECH 2,1.00," 	57,023 ",5982,WATER CIVIL TECH 2,1.00," 	57,023 ",5982,WATER CIVIL TECH 2,1," 	57,023 ",5982,WATER CIVIL TECH 3-16,1," 	62,112 ",5982,WATER CIVIL TECH 3-16,1," 	62,112 ",5982,WATER CIVIL TECH 3-16,1," 	62,112 ",5982,WATER CIVIL TECH 3-16,1," 	62,112 ",5982,WATER CIVIL TECH 3-16,1," 	62,112 ",5982,WATER CIVIL TECH 3-16,1," 	62,733 ",5982,WATER CIVIL TECH 3-16, 	1.00 ," 	62,733 ",5982,WATER CIVIL TECH 3-16, 	1.00 ," 	65,036 ",5982,WATER CIVIL TECH 3-16, 	1.00 ," 	65,036 ",5982,WATER CIVIL TECH 3-16, 	1.00 ," 	65,036 ",5982,WATER CIVIL TECH 3-16, 	1.00 ," 	65,036 ",5982,WATER CIVIL TECH 3-16, 	1.00 ," 	65,036 ",5982,WATER CIVIL TECH 3-16, 	1.00 ," 	65,036 ",5982,WATER CIVIL TECH 3-16, 	1.00 ," 	66,987 ",5982,WATER CIVIL TECH 3-16,1," 	66,987 ",5982,WATER CIVIL TECH 3-16,1," 	66,987 ",5982,WATER CIVIL TECH 3-16,1," 	66,987 ",5982,WATER CIVIL TECH 3-16, 	1.00 ," 	69,164 ",5982,WATER CIVIL TECH 3-16, 	1.00 ," 	69,164 ",5982,WATER CIVIL TECH 3-16, 	1.00 ," 	69,164 "
1872,FIELD SERV ANAL, 	1.00 ,WATER," 	70,083 ",3619,FIELD SERV ANAL, 	1.00 ," 	65,043 ",3619,FIELD SERV ANAL,1.00," 	65,043 ",3619,FIELD SERV ANAL,1.00," 	65,043 ",3619,FIELD SERV ANAL,1," 	65,043 ",3619,FIELD SERV ANAL,1," 	66,344 ",3619,FIELD SERV ANAL,1," 	66,344 ",3619,FIELD SERV ANAL,1," 	66,344 ",3619,FIELD SERV ANAL,1," 	66,344 ",3619,FIELD SERV ANAL,1," 	66,344 ",3619,FIELD SERV ANAL,1," 	67,007 ",3619,FIELD SERV ANAL, 	1.00 ," 	67,007 ",3619,FIELD SERV ANAL, 	1.00 ," 	67,007 ",3619,FIELD SERV ANAL, 	1.00 ," 	67,007 ",3619,FIELD SERV ANAL, 	1.00 ," 	67,007 ",3619,FIELD SERV ANAL, 	1.00 ," 	67,617 ",3619,FIELD SERV ANAL, 	1.00 ," 	67,617 ",3619,FIELD SERV ANAL, 	1.00 ," 	67,617 ",3619,FIELD SERV ANAL, 	1.00 ," 	67,617 ",3619,FIELD SERV ANAL,1," 	67,617 ",3619,FIELD SERV ANAL,1," 	67,617 ",3619,FIELD SERV ANAL,1," 	67,617 ",3619,FIELD SERV ANAL, 	1.00 ," 	69,814 ",3619,FIELD SERVICE ANALYST-16, 	1.00 ," 	69,814 ",3619,FIELD SERVICE ANALYST-16, 	1.00 ," 	69,814 "
1873,FIELD SERV REP 2, 	1.00 ,WATER," 	51,367 ",3279,FIELD SERV REP 2, 	1.00 ," 	59,431 ",3279,FIELD SERV REP 2,1.00," 	59,431 ",3279,FIELD SERV REP 2,1.00," 	59,431 ",3279,FIELD SERV REP 2,1," 	59,431 ",3279,FIELD SERV REP 2,1," 	60,620 ",VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,10267,FIELD SERV REP 1-16,1," 	46,722 ",10267,FIELD SERV REP 1-16,1," 	46,722 ",10267,FIELD SERV REP 1-16,1," 	47,189 ",10267,FIELD SERV REP 1-16, 	1.00 ," 	47,189 ",10267,FIELD SERV REP 1-16, 	1.00 ," 	47,189 ",10267,FIELD SERV REP 1-16, 	1.00 ," 	47,189 ",10267,FIELD SERV REP 1-16, 	1.00 ," 	47,189 ",10267,FIELD SERV REP 1-16, 	1.00 ," 	48,350 ",10267,FIELD SERV REP 1-16, 	1.00 ," 	48,350 ",10267,FIELD SERV REP 1-16, 	1.00 ," 	48,350 ",10267,FIELD SERV REP 1-16, 	1.00 ," 	48,350 ",10267,FIELD SERV REP 1-16,1," 	48,350 ",10267,FIELD SERV REP 1-16,1," 	48,350 ",10267,FIELD SERV REP 1-16,1," 	48,350 ",10267,FIELD SERV REP 1-16, 	1.00 ," 	49,921 ",10267,FIELD SERV REP 1-16, 	1.00 ," 	49,921 ",10267,FIELD SERV REP 1-16, 	1.00 ," 	49,921 "
1874,PROGRAM ASST 1, 	1.00 ,WATER," 	60,966 ",3015,PROGRAM ASST 1, 	1.00 ," 	56,587 ",3015,PROGRAM ASST 1,1.00," 	56,587 ",3015,PROGRAM ASST 1,1.00," 	56,587 ",3015,PROGRAM ASST 1,1," 	56,587 ",3015,PROGRAM ASST 1,1," 	57,718 ",3015,PROGRAM ASST 1,1," 	57,718 ",3015,PROGRAM ASST 1,1," 	57,718 ",3015,PROGRAM ASST 1,1," 	57,718 ",3015,PROGRAM ASST 1,1," 	57,718 ",3015,PROGRAM ASST 1,1," 	58,295 ",3015,PROGRAM ASST 1, 	1.00 ," 	58,295 ",3015,PROGRAM ASST 1, 	1.00 ," 	58,295 ",3015,PROGRAM ASST 1, 	1.00 ," 	58,295 ",3015,PROGRAM ASST 1, 	1.00 ," 	58,295 ",3015,PROGRAM ASST 1, 	1.00 ," 	58,295 ",3015,PROGRAM ASST 1, 	1.00 ," 	58,295 ",3015,PROGRAM ASST 1, 	1.00 ," 	58,821 ",3015,PROGRAM ASST 1, 	1.00 ," 	58,821 ",3015,PROGRAM ASST 1,1," 	58,821 ",3015,PROGRAM ASST 1,1," 	58,821 ",3015,PROGRAM ASST 1,1," 	58,821 ",3015,PROGRAM ASST 1, 	1.00 ," 	60,732 ",3015,PROGRAM ASST 1-20, 	1.00 ," 	60,732 ",3015,PROGRAM ASST 1-20, 	1.00 ," 	60,732 "
1876,FIELD SERV ANAL, 	1.00 ,WATER," 	70,714 ",2868,FIELD SERV ANAL, 	1.00 ," 	66,226 ",2868,FIELD SERV ANAL,1.00," 	66,226 ",2868,FIELD SERV ANAL,1.00," 	66,226 ",2868,FIELD SERV ANAL,1," 	66,226 ",2868,FIELD SERV ANAL,1," 	67,550 ",2868,FIELD SERV ANAL,1," 	67,550 ",2868,FIELD SERV ANAL,1," 	67,550 ",2868,FIELD SERV ANAL,1," 	67,550 ",2868,FIELD SERV ANAL,1," 	67,550 ",2868,FIELD SERV ANAL,1," 	68,226 ",2868,FIELD SERV ANAL, 	1.00 ," 	68,226 ",2868,FIELD SERV ANAL, 	1.00 ," 	68,226 ",2868,FIELD SERV ANAL, 	1.00 ," 	68,226 ",2868,FIELD SERV ANAL, 	1.00 ," 	68,226 ",2868,FIELD SERV ANAL, 	1.00 ," 	68,226 ",2868,FIELD SERV ANAL, 	1.00 ," 	68,226 ",2868,FIELD SERV ANAL, 	1.00 ," 	68,226 ",2868,FIELD SERV ANAL, 	1.00 ," 	68,226 ",2868,FIELD SERV ANAL,1," 	68,226 ",2868,FIELD SERV ANAL,1," 	68,226 ",2868,FIELD SERV ANAL,1," 	68,226 ",2868,FIELD SERV ANAL, 	1.00 ," 	70,443 ",2868,FIELD SERVICE ANALYST-16, 	1.00 ," 	70,443 ",2868,FIELD SERVICE ANALYST-16, 	1.00 ," 	70,443 "
1878,ADMIN CLK 1, 	1.00 ,WATER," 	57,724 ",2450,ADMIN CLK 1, 	1.00 ," 	53,577 ",2450,ADMIN CLK 1,1.00," 	54,060 ",2450,ADMIN CLK 1,1.00," 	54,060 ",2450,ADMIN CLK 1,1," 	54,060 ",2450,ADMIN CLK 1,1," 	55,141 ",2450,ADMIN CLK 1,1," 	55,141 ",2450,ADMIN CLK 1,1," 	55,141 ",2450,ADMIN CLK 1,1," 	55,141 ",2450,ADMIN CLK 1,1," 	55,141 ",2450,ADMIN CLK 1,1," 	55,693 ",2450,ADMIN CLK 1, 	1.00 ," 	55,693 ",2450,ADMIN CLK 1, 	1.00 ," 	55,693 ",2450,ADMIN CLK 1, 	1.00 ," 	55,693 ",2450,ADMIN CLK 1, 	1.00 ," 	55,693 ",2450,ADMIN CLK 1, 	1.00 ," 	55,693 ",2450,ADMIN CLK 1, 	1.00 ," 	55,693 ",2450,ADMIN CLK 1, 	1.00 ," 	55,693 ",2450,ADMIN CLK 1, 	1.00 ," 	55,693 ",2450,ADMIN CLK 1,1," 	55,693 ",2450,ADMIN CLK 1,1," 	55,693 ",2450,ADMIN CLK 1,1," 	55,693 ",2450,ADMIN CLK 1, 	1.00 ," 	57,503 ",2450,ADMIN CLK 1-20, 	1.00 ," 	57,503 ",2450,ADMIN CLK 1-20, 	1.00 ," 	57,503 "
1879,ADMIN CLK 1, 	1.00 ,WATER," 	56,178 ",2597,ADMIN CLK 1, 	1.00 ," 	52,129 ",2597,ADMIN CLK 1,1.00," 	52,129 ",2597,ADMIN CLK 1,1.00," 	52,129 ",2597,ADMIN CLK 1,1," 	52,129 ",2597,ADMIN CLK 1,1," 	53,172 ",2597,ADMIN CLK 1,1," 	53,172 ",2597,ADMIN CLK 1,1," 	53,172 ",2597,ADMIN CLK 1,1," 	53,172 ",2597,ADMIN CLK 1,1," 	53,172 ",2597,ADMIN CLK 1,1," 	53,704 ",2597,ADMIN CLK 1, 	1.00 ," 	53,704 ",2597,ADMIN CLK 1, 	1.00 ," 	53,704 ",2597,ADMIN CLK 1, 	1.00 ," 	53,704 ",2597,ADMIN CLK 1, 	1.00 ," 	53,704 ",2597,ADMIN CLK 1, 	1.00 ," 	53,704 ",2597,ADMIN CLK 1, 	1.00 ," 	53,704 ",2597,ADMIN CLK 1, 	1.00 ," 	53,704 ",2597,ADMIN CLK 1, 	1.00 ," 	53,704 ",2597,ADMIN CLK 1,1," 	53,704 ",2597,ADMIN CLK 1,1," 	53,704 ",2597,ADMIN CLK 1,1," 	53,704 ",2597,ADMIN CLK 1, 	1.00 ," 	55,449 ",2597,ADMIN CLK 1-20, 	1.00 ," 	55,963 ",2597,ADMIN CLK 1-20, 	1.00 ," 	55,963 "
1880,ADMIN CLK 1, 	1.00 ,WATER," 	52,066 ",7845,ADMIN CLK 1, 	1.00 ," 	45,543 ",7845,ADMIN CLK 1,1.00," 	45,543 ",7845,ADMIN CLK 1,1.00," 	45,543 ",7845,ADMIN CLK 1,1," 	45,543 ",7845,ADMIN CLK 1,1," 	46,454 ",7845,ADMIN CLK 1,1," 	46,454 ",7845,ADMIN CLK 1,1," 	46,454 ",7845,ADMIN CLK 1,1," 	46,454 ",7845,ADMIN CLK 1,1," 	46,454 ",7845,ADMIN CLK 1,1," 	46,919 ",7845,ADMIN CLK 1, 	1.00 ," 	46,919 ",7845,ADMIN CLK 1, 	1.00 ," 	48,075 ",7845,ADMIN CLK 1, 	1.00 ," 	48,075 ",7845,ADMIN CLK 1, 	1.00 ," 	48,075 ",7845,ADMIN CLK 1, 	1.00 ," 	48,075 ",7845,ADMIN CLK 1, 	1.00 ," 	48,075 ",7845,ADMIN CLK 1, 	1.00 ," 	48,075 ",7845,ADMIN CLK 1, 	1.00 ," 	48,075 ",7845,ADMIN CLK 1,1," 	48,075 ",7845,ADMIN CLK 1,1," 	48,075 ",7845,ADMIN CLK 1,1," 	48,075 ",7845,ADMIN CLK 1, 	1.00 ," 	49,637 ",7845,ADMIN CLK 1-20, 	1.00 ," 	49,637 ",7845,ADMIN CLK 1-20, 	1.00 ," 	51,342 "
1881,FIELD SERV LDWKR 1, 	1.00 ,WATER," 	67,585 ",VACANT,, 	-   , 	-   ,VACANT,, 	-   , 	-   ,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,3279,FIELD SERV LDWKR 1,1," 	63,980 ",3279,FIELD SERV LDWKR 1,1," 	63,980 ",3279,FIELD SERV LDWKR 1,1," 	63,980 ",3279,FIELD SERV LDWKR 1,1," 	63,980 ",3279,FIELD SERV LDWKR 1,1," 	64,620 ",3279,FIELD SERV LDWKR 1, 	1.00 ," 	64,620 ",3279,FIELD SERV LDWKR 1, 	1.00 ," 	67,007 ",3279,FIELD SERV LDWKR 1, 	1.00 ," 	67,007 ",3279,FIELD SERV LDWKR 1, 	1.00 ," 	67,007 ",3279,FIELD SERV LDWKR 1, 	1.00 ," 	67,007 ",3279,FIELD SERV LDWKR 1, 	1.00 ," 	67,007 ",3279,FIELD SERV LDWKR 1, 	1.00 ," 	67,007 ",3279,FIELD SERV LDWKR 1, 	1.00 ," 	67,007 ",3279,FIELD SERV LDWKR 1,1," 	67,007 ",3279,FIELD SERV LDWKR 1,1," 	67,007 ",3279,FIELD SERV LDWKR 1,1," 	67,007 ",3279,FIELD SERV LDWKR 1, 	1.00 ," 	69,185 ",3279,FIELD SERVICE LDWKR 1-16, 	1.00 ," 	69,814 ",3279,FIELD SERVICE LDWKR 1-16, 	1.00 ," 	69,814 "
1884,WATER UTIL ACCT/COMP, 	1.00 ,WATER," 	61,806 ",8086,WATER UTIL ACCT/COMP, 	1.00 ," 	53,820 ",8086,WATER UTIL ACCT/COMP,1.00," 	53,820 ",8086,WATER UTIL ACCT/COMP,1.00," 	53,820 ",8086,WATER UTIL ACCT/COMP,1," 	53,820 ",8086,WATER UTIL ACCT/COMP,1," 	54,896 ",8086,WATER UTIL ACCT/COMP,1," 	56,142 ",8086,WATER UTIL ACCT/COMP,1," 	56,142 ",8086,WATER UTIL ACCT/COMP,1," 	56,142 ",8086,WATER UTIL ACCT/COMP,1," 	56,142 ",8086,WATER UTIL ACCT/COMP,1," 	56,703 ",8086,WATER UTIL ACCT/COMP, 	1.00 ," 	56,703 ",8086,WATER UTIL ACCT/COMP, 	1.00 ," 	56,703 ",8086,WATER UTIL ACCT/COMP, 	1.00 ," 	56,703 ",8086,WATER UTIL ACCT/COMP, 	1.00 ," 	56,703 ",8086,WATER UTIL ACCT/COMP, 	1.00 ," 	56,703 ",8086,WATER UTIL ACCT/COMP, 	1.00 ," 	56,703 ",8086,WATER UTIL ACCT/COMP, 	1.00 ," 	56,703 ",8086,WATER UTIL ACCT/COMP, 	1.00 ," 	58,515 ",8086,WATER UTIL ACCT/COMP,1," 	58,515 ",8086,WATER UTIL ACCT/COMP,1," 	58,515 ",8086,WATER UTIL ACCT/COMP,1," 	58,515 ",8086,WATER UTIL ACCT/COMP, 	1.00 ," 	60,416 ",8086,WATER UTIL ACCT/COMP SPEC-20, 	1.00 ," 	60,416 ",8086,WATER UTIL ACCT/COMP SPEC-20, 	1.00 ," 	60,416 "
1885,FIN OPER LDWKR, 	1.00 ,WATER," 	62,025 ",1609,FIN OPER LDWKR, 	1.00 ," 	58,088 ",1609,FIN OPER LDWKR,1.00," 	58,088 ",1609,FIN OPER LDWKR,1.00," 	58,088 ",1609,FIN OPER LDWKR,1," 	58,088 ",1609,FIN OPER LDWKR,1," 	59,250 ",1609,FIN OPER LDWKR,1," 	59,250 ",1609,FIN OPER LDWKR,1," 	59,250 ",1609,FIN OPER LDWKR,1," 	59,250 ",1609,FIN OPER LDWKR,1," 	59,250 ",1609,FIN OPER LDWKR,1," 	59,843 ",1609,FIN OPER LDWKR, 	1.00 ," 	59,843 ",1609,FIN OPER LDWKR, 	1.00 ," 	59,843 ",1609,FIN OPER LDWKR, 	1.00 ," 	59,843 ",1609,FIN OPER LDWKR, 	1.00 ," 	59,843 ",1609,FIN OPER LDWKR, 	1.00 ," 	59,843 ",1609,FIN OPER LDWKR, 	1.00 ," 	59,843 ",1609,FIN OPER LDWKR, 	1.00 ," 	59,843 ",1609,FIN OPER LDWKR, 	1.00 ," 	59,843 ",1609,FIN OPER LDWKR,1," 	59,843 ",1609,FIN OPER LDWKR,1," 	59,843 ",1609,FIN OPER LDWKR,1," 	59,843 ",1609,FIN OPER LDWKR, 	1.00 ," 	61,787 ",1609,FIN OPER LDWKR-20, 	1.00 ," 	61,787 ",1609,FIN OPER LDWKR-20, 	1.00 ," 	61,787 "
1886,COMP MAP/GIS COORD, 	1.00 ,WATER," 	99,022 ",1129,COMP MAP/GIS COORD, 	1.00 ," 	91,837 ",1129,COMP MAP/GIS COORD,1.00," 	91,837 ",1129,COMP MAP/GIS COORD,1.00," 	91,837 ",1129,COMP MAP/GIS COORD,1," 	91,837 ",1129,COMP MAP/GIS COORD,1," 	93,673 ",1129,COMP MAP/GIS COORD,1," 	93,673 ",1129,COMP MAP/GIS COORD,1," 	93,673 ",1129,COMP MAP/GIS COORD,1," 	93,673 ",1129,COMP MAP/GIS COORD,1," 	93,673 ",1129,COMP MAP/GIS COORD,1," 	94,610 ",1129,COMP MAP/GIS COORD, 	1.00 ," 	94,610 ",1129,COMP MAP/GIS COORD, 	1.00 ," 	94,610 ",1129,COMP MAP/GIS COORD, 	1.00 ," 	94,610 ",1129,COMP MAP/GIS COORD, 	1.00 ," 	94,610 ",1129,COMP MAP/GIS COORD, 	1.00 ," 	94,610 ",1129,COMP MAP/GIS COORD, 	1.00 ," 	94,610 ",1129,COMP MAP/GIS COORD, 	1.00 ," 	94,610 ",1129,COMP MAP/GIS COORD, 	1.00 ," 	94,610 ",1129,COMP MAP/GIS COORD,1," 	94,610 ",1129,COMP MAP/GIS COORD,1," 	94,610 ",1129,COMP MAP/GIS COORD,1," 	94,610 ",1129,COMP MAP/GIS COORD, 	1.00 ," 	97,685 ",1129,COMP MAP/GIS COORD-18, 	1.00 ," 	97,685 ",1129,COMP MAP/GIS COORD-18, 	1.00 ," 	97,685 "
1887,WATER UTIL FIN MGR, 	1.00 ,WATER," 	118,258 ",1716,WATER UTIL FIN MGR, 	1.00 ," 	105,688 ",1716,WATER UTIL FIN MGR,1.00," 	110,752 ",1716,WATER UTIL FIN MGR,1.00," 	110,752 ",1716,WATER UTIL FIN MGR,1," 	110,752 ",1716,WATER UTIL FIN MGR,1," 	112,967 ",1716,WATER UTIL FIN MGR,1," 	112,967 ",1716,WATER UTIL FIN MGR,1," 	112,967 ",1716,WATER UTIL FIN MGR,1," 	112,967 ",1716,WATER UTIL FIN MGR,1," 	112,967 ",1716,WATER UTIL FIN MGR,1," 	114,097 ",1716,WATER UTIL FIN MGR, 	1.00 ," 	114,097 ",1716,WATER UTIL FIN MGR, 	1.00 ," 	114,097 ",1716,WATER UTIL FIN MGR, 	1.00 ," 	114,097 ",1716,WATER UTIL FIN MGR, 	1.00 ," 	114,097 ",1716,WATER UTIL FIN MGR, 	1.00 ," 	114,097 ",1716,WATER UTIL FIN MGR, 	1.00 ," 	114,097 ",1716,WATER UTIL FIN MGR, 	1.00 ," 	114,097 ",1716,WATER UTIL FIN MGR, 	1.00 ," 	114,097 ",1716,WATER UTIL FIN MGR,1," 	114,097 ",1716,WATER UTIL FIN MGR,1," 	114,097 ",1716,WATER UTIL FIN MGR,1," 	114,097 ",1716,WATER UTIL FIN MGR, 	1.00 ," 	117,805 ",12612,WATER UTIL FIN MGR-18, 	1.00 ," 	105,183 ",12612,WATER UTIL FIN MGR-18, 	1.00 ," 	105,183 "
1888,SURVEYOR 2, 	1.00 ,WATER," 	77,655 ",5887,SURVEYOR 2, 	1.00 ," 	71,300 ",5887,SURVEYOR 2,1.00," 	71,300 ",5887,SURVEYOR 2,1.00," 	71,300 ",5887,SURVEYOR 2,1," 	71,300 ",5887,SURVEYOR 2,1," 	72,726 ",5887,SURVEYOR 2,1," 	72,726 ",5887,SURVEYOR 2,1," 	72,726 ",5887,SURVEYOR 2,1," 	72,726 ",5887,SURVEYOR 2,1," 	72,726 ",5887,SURVEYOR 2,1," 	73,454 ",5887,SURVEYOR 2, 	1.00 ," 	73,454 ",5887,SURVEYOR 2, 	1.00 ," 	73,454 ",5887,SURVEYOR 2, 	1.00 ," 	73,454 ",5887,SURVEYOR 2, 	1.00 ," 	73,454 ",5887,SURVEYOR 2, 	1.00 ," 	73,454 ",5887,SURVEYOR 2, 	1.00 ," 	73,454 ",5887,SURVEYOR 2, 	1.00 ," 	74,923 ",5887,SURVEYOR 2, 	1.00 ," 	74,923 ",5887,SURVEYOR 2,1," 	74,923 ",5887,SURVEYOR 2,1," 	74,923 ",5887,SURVEYOR 2,1," 	74,923 ",5887,SURVEYOR 2, 	1.00 ," 	77,358 ",5887,SURVEYOR 2-18, 	1.00 ," 	77,358 ",5887,SURVEYOR 2-18, 	1.00 ," 	77,358 "
