Incident,Date,Incident Type,Address,Time
"Dumpster Fire Believed To Be the Result Of Discarded Charcoal","06/18/2017","Trash/Rubbish","7700 Block Radcliffe Drive, Madison, WI","2017-06-18T08:07:00-05:00"
"Vehicle Breaks Down, Starts On Fire, Near Stoughton Road","06/17/2017","Vehicle","Highway 30 & N. Stoughton Road, Madison, WI 53715","2017-06-17T19:33:00-05:00"
"Firefighters Get Crash Course In Soda Machine Maintenance At Local McDonald's","06/16/2017","Carbon Monoxide","4500 Block University Ave, Madison, WI 53705","2017-06-16T03:50:00-05:00"
"Flames Seen After Electrical Outlet Shorts Out In Downtown Office","06/15/2017","Electrical","600 Block N. Frances Street, Madison, WI 53703","2017-06-15T22:47:00-05:00"
"One Extricated, Transported Following Single-Vehicle Crash","06/15/2017","Vehicle","Old Sauk Rd. & US Highway 12 (Westbound), Madison, WI 53717","2017-06-15T12:58:00-05:00"
"Ladder 6 Puts A Stop To Small Outside Trash Fire","06/15/2017","Trash/Rubbish","John Nolen Drive & North Shore Drive, Madison, WI 53703","2017-06-15T08:47:00-05:00"
"Large Diesel Leak Contained, Cleaned Up On North Side","06/14/2017","Fuel Spill","600 Block Vera Court, Madison, WI 53706","2017-06-14T09:36:00-05:00"
"Two Cars Damaged In East-Side Crash; No Injuries","06/13/2017","Vehicle","Dunning St. & Atwood Ave, Madison, WI 53703","2017-06-13T15:06:00-05:00"
"No Injuries After U-haul Strikes Canopy Post Outside Regent Street Business","06/12/2017","Vehicle","1200 Block Regent Street, Madison, WI 53706","2017-06-12T14:41:00-05:00"
"Lake Rescue Team Tows Disabled Boat To Shore","06/11/2017","Lake Rescue","Squaw Bay, Lake Monona, Madison, WI 53716","2017-06-11T10:13:00-05:00"
"Downed Power Lines Ignite Backyard Fire","06/10/2017","Outdoor","3900 Block Plymouth Circle, Madison, WI","2017-06-10T16:16:00-05:00"
"Tree Branch Takes Down Power Line Behind Car Dealership","06/10/2017","Electrical","1300 Block Applegate Road, Madison, WI","2017-06-10T15:21:00-05:00"
"Fire Destroys Playground","06/07/2017","Structure","5200 Block Milward Dr, Madison, WI 53711","2017-06-07T15:32:00-05:00"
"Hazardous Incident Team Called To Lux Apartments","06/07/2017","Hazmat","400 Block W. Johnson Street, Madison, WI 53703","2017-06-07T15:00:00-05:00"
"Firefighters Remove Espresso Maker From Unattended Stovetop","06/07/2017","Smoke Scare","500 Block W. Wilson Street, Madison, WI 53703","2017-06-07T08:56:00-05:00"
"Bathtub Overflows, Damaging Smoke Detectors In Apartment Below","06/07/2017","Water Leak","900 Block Acewood Blvd, Madison, WI","2017-06-07T00:00:00-05:00"
"Firefighters Rescue Family Stranded Upstairs After SUV Crashes Into Building","06/04/2017","Vehicle","3100 Block Silverton Trail, Madison, WI 53719","2017-06-04T21:35:00-05:00"
"One Transported To Hospital After Being Pinned Under Vehicle","06/04/2017","Vehicle","Pine Street, Madison, WI 53715","2017-06-04T20:35:00-05:00"
"Ladder 2 Called To Vehicle Fire Outside Walmart","06/04/2017","Vehicle","7200 Block Watts Road, Madison, WI 53706","2017-06-04T17:57:00-05:00"
"No Injuries after Car Hits Ella's Deli","06/03/2017","Vehicle","2900 Block E. Washington Ave, Madison, WI 53704","2017-06-03T12:00:00-05:00"
"Dumpster Fire Prompts Evacuation Of Goodwill Industries Offices","06/02/2017","Structure","1300 Block Mendota St, Madison, WI 53706","2017-06-02T10:22:00-05:00"
"Fire Damages Several Trees On North Side","06/01/2017","Outdoor","600 Block Wheeler Road, Madison, WI 53715","2017-06-01T17:36:00-05:00"
"MFD Heavy Urban Rescue Team Assists In Cambria","05/31/2017","Special Rescue","500 Block Williams Street, Cambria, WI","2017-05-31T23:57:00-05:00"
"Motorcyclist Injured After Veering Off The Road","05/31/2017","Vehicle","Millpond Road & US Highway 12 Eastbound, Madison, WI 53706","2017-05-31T23:04:00-05:00"
"Firefighters Put Out Grass Fire On City's West Side","05/31/2017","Outdoor","700 Block Forward Drive, Madison, WI 53706","2017-05-31T17:34:00-05:00"
"Discarded Cigarette Likely Culprit In Small Fire Involving Railroad Tie","05/31/2017","Outdoor","S. Baldwin St. & E. Wilson St, Madison, WI 53706","2017-05-31T13:55:00-05:00"
"Nobody Home As Firefighters Pull Food From Active Stovetop","05/30/2017","Cooking","300 Block N. Baldwin St, Madison, WI 53703","2017-05-30T16:56:00-05:00"
"Four Transported to UW Hospital","05/29/2017","Vehicle","S. Gammon Road/USH 12 WB S. Gammon Rd Off Ramp, Madison, WI","2017-05-29T11:15:00-05:00"
"One Injured In East Washington Ave. Rollover Crash","05/28/2017","Vehicle","1900 Block East Washington Ave, Madison, WI 53706","2017-05-28T07:32:00-05:00"
"Battery Charger Overheats, Prompting Fire Department Response","05/27/2017","Structure","1400 Block Pflaum Road, Madison, WI 53705","2017-05-27T21:17:00-05:00"
"Charcoal Discarded Too Soon Causes Small Fire; Damage Averted","05/25/2017","Trash/Rubbish","500 Block Blackbird Lane, Madison, WI 53714","2017-05-25T14:08:00-05:00"
"Three Injured In Two-Car Crash","05/24/2017","Vehicle","S. Whitney Way & Raymond Rd, Madison, WI 53705","2017-05-24T13:18:00-05:00"
"Firefighters Assist Two Stranded On Downtown Balcony","05/23/2017","Lock out/Lock in","400 Block W. Gorham Street, Madison, WI 53703","2017-05-23T23:56:00-05:00"
"Car Fire Extinguished On Cottage Grove Road","05/23/2017","Vehicle","Cottage Grove Road & Inwood Way, Madison, WI","2017-05-23T10:54:00-05:00"
"Early Morning Fire Displaces Family","05/23/2017","Structure","1100 Block Valley Stream, Madison, WI","2017-05-23T03:16:00-05:00"
"Teens Flee Illegal Fire On Garver Feed Mill Property","05/19/2017","Outdoor","3200 Block Atwood Ave, Madison, WI 53703","2017-05-19T22:36:00-05:00"
"Discarded Coals Ignite A Fire Outside Northside Home","05/19/2017","Structure","1700 Block Fremont Ave, Madison, WI 53706","2017-05-19T21:45:00-05:00"
"Trash Catches Fire In Garbage Truck During Routine Collection","05/19/2017","Trash/Rubbish","Roth Street & N. Sherman Ave, Madison, WI 53706","2017-05-19T10:20:00-05:00"
"Gas Leak Prompts Small Evacuation On Near West Side","05/19/2017","Gas Leak","S. Breese Terrace, Madison, WI 53713","2017-05-19T09:18:00-05:00"
"Fire Causes Heavy Damage to Vacant Home","05/17/2017","Structure","4600 Block Bunker Hill Lane, Madison, WI","2017-05-17T06:03:00-05:00"
"Cigarette Causes Deck Fire Behind Home","05/17/2017","Structure","2000 Block Browning Rd, Madison, WI 53704","2017-05-17T00:14:00-05:00"
"Gas Line Hit During Excavation","05/16/2017","Gas Leak","1300 Block W. Badger Road, Madison, WI 53713","2017-05-16T11:16:00-05:00"
"No Injuries After Car Hits Building","05/15/2017","Vehicle","Madison, WI","2017-05-15T12:41:00-05:00"
"Smoke Scare At East Side Pub Places Pinball Machine Out Of Service","05/11/2017","Excessive heat/scorch","1400 Block East Washington Ave, Madison, WI 53703","2017-05-11T23:15:00-05:00"
"Overloaded Wash Machine Sends Firefighters To West Side Laundromat","05/11/2017","Excessive heat/scorch","500 Block Grand Canyon Drive, Madison, WI 53705","2017-05-11T16:00:00-05:00"
"Alarms At State Crime Lab Traced Back To Steam","05/11/2017","Smoke Scare","4600 Block University Ave, Madison, WI 53706","2017-05-11T15:46:00-05:00"
"Grease Fire At Park Street Restaurant; No Damage Or Injuries","05/09/2017","Cooking","600 Block S. Park Street, Madison, WI 53706","2017-05-09T12:29:00-05:00"
"Gas Leak In Downtown Apartment Prompts Reminder About Early Reporting","05/09/2017","Gas Leak","300 Block W. Mifflin Street, Madison, WI 53703","2017-05-09T05:48:00-05:00"
"Fire Displaces North Side Family; Nobody Injured","05/07/2017","Structure","800 Block Northland Drive, Madison, WI 53704","2017-05-07T11:12:00-05:00"
"Vehicle Left Running Causes Air Quality Issues In West Side Garage","05/05/2017","Assist Citizen","600 Block N. Segoe Road, Madison, WI 53707","2017-05-05T17:04:00-05:00"
"Rubbish Fire At Dane County Landfill Deemed Accidental","05/04/2017","Trash/Rubbish","7100 Block US Highway 12 & 18, Madison, WI 53718","2017-05-04T05:03:00-05:00"
"'Smoke' Reported At Local Hospital Believed To Be Steam","05/02/2017","Smoke Scare","200 Block S. Park Street, Madison, WI 53703","2017-05-02T22:22:00-05:00"
"Firefighters Discover Burning Plastic Inside East Side Apartment","04/28/2017","Odor Investigation","2500 Block E. Johnson Street, Madison, WI 53706","2017-04-28T14:20:00-05:00"
"Two Injured, One Extricated, In West-Side Crash","04/28/2017","Vehicle","Old Sauk Road & N. Pleasant View Road, Madison, WI 53707","2017-04-28T11:01:00-05:00"
"Cyclist Suffers Minor Injuries In East-Side Collision","04/25/2017","Vehicle","Dolores Drive & Vondron Road, Madison, WI 53704","2017-04-25T15:19:00-05:00"
"Firefighters Called To East Side Auto Shop","04/25/2017","Outdoor","2300 Block S. Stoughton Road, Madison, WI 53713","2017-04-25T12:32:00-05:00"
"Malfunctioning Motor Sends Firefighters To West Side Hotel","04/25/2017","Alarm Investigation","400 Block Commerce Drive, Madison, WI","2017-04-25T02:24:00-05:00"
"Eagle Heights Dumpster Fire May Be Linked To Discarded Smoking Materials","04/24/2017","Trash/Rubbish","900 Block Eagle Heights Drive, Madison, WI 53706","2017-04-24T10:20:00-05:00"
"Pizza Box Left Inside Oven Prompts Fire Department Response","04/23/2017","Cooking","600 Block Mendota Court, Madison, WI 53703","2017-04-23T18:03:00-05:00"
"Two Transported To Hospital Following Crash On Lake Street","04/23/2017","Vehicle","400 Block N. Lake Street, Madison, WI 53703","2017-04-23T10:05:00-05:00"
"Cause Of West-Side Dumpster Fire Unknown","04/23/2017","Trash/Rubbish","6700 Block Schroeder Road, Madison, WI 53705","2017-04-23T07:43:00-05:00"
"Fire at West Side Home Displaces Three People","04/23/2017","Structure","10 Block N. Roby, Madison, WI 53726","2017-04-23T03:03:00-05:00"
"One Injured In Hit-And-Run Crash","04/22/2017","Vehicle","W. Dayton Street / N. Randall Street, Madison, WI 53706","2017-04-22T02:27:00-05:00"
"Smoke-Charged Apartment Traced To Unattended Cooking","04/20/2017","Cooking","7100 Block Tree Lane, Madison, WI 53707","2017-04-20T19:28:00-05:00"
"One Injured After Car Crashes Into East-Side Walgreens","04/20/2017","Vehicle","100 Block Cottage Grove Rd, Madison, WI 53704","2017-04-20T12:17:00-05:00"
"Paint Thinner Spills In Back Of Delivery Truck; Driver Evaluated","04/19/2017","Hazmat","500 Block Tasman Street, Madison, WI 53706","2017-04-19T11:32:00-05:00"
"One Injured In Whitney Way Crash","04/18/2017","Vehicle","200 Block S. Whitney Way, Madison, WI 53705","2017-04-18T20:04:00-05:00"
"Firefighters Ask Man To Move Grill Due To Safety Concerns","04/18/2017","Unauthorized Burning","2400 Block Independence Lane, Madison, WI 53706","2017-04-18T19:35:00-05:00"
"Stream From Dryer Vent Causes Smoke Scare On North Side","04/18/2017","Smoke Scare","1900 Block Pond Street, Madison, WI 53716","2017-04-18T07:47:00-05:00"
"Pizza Burns As Downtown Man Sleeps","04/15/2017","Cooking","100 Block S. Bassett St, Madison, WI 53703","2017-04-15T01:45:00-05:00"
"Nevada Drive Fire Under Investigation","04/13/2017","Structure","1400 Block Nevada Drive, Madison, WI 53704","2017-04-13T22:37:00-05:00"
"One Displaced From Downtown Apartment Following Cooking Fire","04/13/2017","Cooking","700 Block University Ave, Madison, WI 53706","2017-04-13T20:02:00-05:00"
"Smoke Detector Activation Points To Burnt Beans On Unattended Stovetop","04/12/2017","Cooking","2300 Block Allied Drive, Madison, WI 53713","2017-04-12T17:34:00-05:00"
"Nobody Injured In Early-Morning Fire","04/12/2017","Structure","1900 Block East Washington Ave, Madison, WI 53703","2017-04-12T05:12:00-05:00"
"Downtown Restaurant Closed Tuesday Due To Carbon Monoxide Leak","04/11/2017","Carbon Monoxide","400 Block State Street, Madison, WI 53703","2017-04-11T22:26:00-05:00"
"Firefighters respond to a duplex fire on the 3800 block of Sunbrook Road","04/10/2017","Structure","3800 Block Sunbrook Road, Madison, WI 53704","2017-04-10T15:02:00-05:00"
"Grease Fire Causes $5,000 in Damage","04/08/2017","Structure","2900 Block Cimerron Trail, Madison, WI 53719","2017-04-08T18:04:00-05:00"
"Firefighters Discover Smoldering Tree Stump On Henry Street","04/08/2017","Outdoor","400 Block N. Henry Street, Madison, WI 53703","2017-04-08T14:46:00-05:00"
"One Taken To Hospital Following Single-Vehicle Crash","04/08/2017","Vehicle","2100 Block E. Johnson St, Madison, WI 53703","2017-04-08T12:51:00-05:00"
"Fire Consumes SUV On Interstate; No Injuries","04/07/2017","Vehicle","I-90 Westbound, Madison, WI 53717","2017-04-07T11:27:00-05:00"
"Sparking Water Heater Sends Firefighters To Downtown Restaurant","04/06/2017","Electrical","400 Block State Street, Madison, WI 53703","2017-04-06T22:37:00-05:00"
"Malfunctioning Hand Dryer Sends Firefighters To Campus Library","04/03/2017","Excessive heat/scorch","700 Block State Street, Madison, WI 53703","2017-04-03T22:42:00-05:00"
"Gorham Street Vehicle Fire Accidental; Traced To Car Battery","04/03/2017","Vehicle","700 Block E. Gorham St, Madison, WI 53703","2017-04-03T16:26:00-05:00"
"One Injured In Two-Car Crash","04/03/2017","Vehicle","Aberg Ave. & Packer Ave, Madison, WI 53704","2017-04-03T07:24:00-05:00"
"Car A Total Loss Following Fire","03/31/2017","Vehicle","2500 Block Calypso Road, Madison, WI 53706","2017-03-31T22:48:00-05:00"
"One Rescued From Stalled Downtown Elevator","03/31/2017","Elevator","100 Block E. Mifflin Street, Madison, WI 53703","2017-03-31T08:15:00-05:00"
"Oven A Total Loss After Cutting Board Catches Fire In Broiler Drawer","03/29/2017","Cooking","1900 Block Fisher Street, Madison, WI 53703","2017-03-29T14:54:00-05:00"
"Fuel Tank Falls From Truck, Spilling Gasoline On North Side","03/28/2017","Vehicle","Anderson Street & Pankrats Street, Madison, WI 53707","2017-03-28T17:42:00-05:00"
"Firefighters Extinguish Vehicle Fire On Eastbound Beltline","03/28/2017","Vehicle","I90 westbound / Highway 12 eastbound, Madison, WI 53706","2017-03-28T16:49:00-05:00"
"Cooking Fire On Flagstone Drive Displaces Four; Nobody Injured","03/27/2017","Cooking","8300 Block Flagstone Drive, Madison, WI 53717","2017-03-27T17:49:00-05:00"
"Firefighters Rescue Cat From A Tree","03/27/2017","Animal rescue","300 Block Grand Canyon Drive, Madison, WI 53715","2017-03-27T10:52:00-05:00"
"One Transported Following Rollover Crash On Segoe Road","03/25/2017","Vehicle","Mineral Point Road & S. Segoe Road, Madison, WI","2017-03-25T02:40:00-05:00"
"No Injuries In Willy Street Rollover Crash","03/24/2017","Vehicle","1100 Block Williamson Street, Madison, WI 53703","2017-03-24T17:04:00-05:00"
"Firefighters Use Ladder To Free Man Trapped Under Vehicle","03/24/2017","Assist Citizen","2800 Block Dryden Drive, Madison, WI 53715","2017-03-24T12:40:00-05:00"
"At Least Two Homes Affected By Lightning Strikes Thursday Evening","03/23/2017","Lightning Strike","Madison, WI 53705","2017-03-23T19:20:00-05:00"
"Dumpster Carrying Construction Waste Catches Fire; Cause Unknown","03/21/2017","Trash/Rubbish","Post Road / Syene Road, Madison, WI 53706","2017-03-21T15:03:00-05:00"
"Edgewood Smoke Scare Traced To Art Room Kiln","03/21/2017","Smoke Scare","900 Block Woodrow Street, Madison, WI 53714","2017-03-21T04:57:00-05:00"
"Winter Glove Holds Up Downtown Elevator","03/20/2017","Elevator","200 Block Martin Luther King, Jr. Blvd, Madison, WI 53703","2017-03-20T09:55:00-05:00"
"Overloaded Dryer Catches Fire In West Side Home","03/19/2017","Appliance","70 Block Oak Creek Trail, Madison, WI 53707","2017-03-19T17:36:00-05:00"
"Firefighters Respond To Balcony Fire; No Injuries","03/18/2017","Structure","N. Third Street, Madison, WI 53703","2017-03-18T03:39:00-05:00"
"Unauthorized Burns Prompt Springtime Reminder About Outdoor Fires","03/17/2017","Unauthorized Burning","Madison, WI","2017-03-17T22:43:00-05:00"
"Vehicle Tips Over Following East Washington Collision; No Injuries","03/16/2017","Vehicle","E. Washington & N. First Street, Madison, WI 53703","2017-03-16T17:18:00-05:00"
"Faulty Hoverboard Sparks A Call To The Fire Department","03/14/2017","Assist Citizen","1900 Block Northport Drive, Madison, WI 53703","2017-03-14T20:29:00-05:00"
"Firefighters Free Woman Trapped Under File Cabinet","03/14/2017","Special Rescue","300 Block E. Wilson Street, Madison, WI 53703","2017-03-14T15:17:00-05:00"
"Vehicle Fire in Parking Ramp Causes $7,000 in damage. No Injuries.","03/14/2017","Vehicle","200 Block S. Park Street, Madison, WI 53715","2017-03-14T14:05:00-05:00"
"Fire Damages Backyard Sauna On East Dayton Street","03/13/2017","Structure","1900 Block E. Dayton Street, Madison, WI 53703","2017-03-13T00:05:00-05:00"
"Vehicle Damages Craft Store On Monona Drive","03/12/2017","Vehicle","4100 Block Monona Drive, Madison, WI 53713","2017-03-12T14:57:00-05:00"
"Vehicle Strikes Utility Box, Causing Power Outage On East Side","03/11/2017","Electrical","5100 Block Brandenburg Way, Madison, WI 53716","2017-03-11T01:11:00-06:00"
"Firefighters Called To Illegal Bonfire Behind Garver Feed Mill","03/10/2017","Unauthorized Burning","3200 Block Atwood Ave, Madison, WI 53713","2017-03-10T23:08:00-06:00"
"Water Leak Prompts Alarm, Evacuation At Downtown Apartment Complex","03/10/2017","Water Leak","400 Block W. Gorham Street, Madison, WI 53715","2017-03-10T19:14:00-06:00"
"Allied Drive Fire A Result Of Carelessly-Discarded Smoking Materials","03/10/2017","Smoking","2100 Block Allied Drive, Madison, WI 53713","2017-03-10T16:01:00-06:00"
"Neighbor Reports Fire On Downtown Balcony","03/08/2017","Structure","300 Block S. Hamilton Street, Madison, WI 53703","2017-03-08T17:33:00-06:00"
"Three 'Booms' Heard Before Firefighters Are Called To Grass Fire","03/08/2017","Power lines down","2400 Block Esch Lane, Madison, WI 53711","2017-03-08T14:12:00-06:00"
"Large Tree Takes Down Power Lines On East Side","03/08/2017","Power lines down","900 Block Pflaum Road, Madison, WI 53704","2017-03-08T10:52:00-06:00"
"Clothes Catch Fire At Local Laundromat; Static Electricity May Be To Blame","03/07/2017","Appliance","2800 Block Todd Drive, Madison, WI 53713","2017-03-07T21:48:00-06:00"
